source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[condition]	characteristics[sampling time]	characteristics[sample amount]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[digestion protocol]	comment[proteomics data acquisition method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[biological sample identifier]	comment[sample role]	comment[sample description]	comment[replicate provenance]	comment[search parameter source]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[condition]	factor value[sample amount]
PXD053473_0h_R1_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	1	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R1_2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220729_KK_U2OS_IFNy_0h_R1_2_A8_1_8665.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R1_2_A8_1_8665.d.zip	PXD053473_0h_R1	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R1_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	1	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R1_3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220729_KK_U2OS_IFNy_0h_R1_3_A2_1_8686.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R1_3_A2_1_8686.d.zip	PXD053473_0h_R1	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R2_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	2	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R2_1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220729_KK_U2OS_IFNy_0h_R2_1_A6_1_8651.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R2_1_A6_1_8651.d.zip	PXD053473_0h_R2	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R2_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	2	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R2_2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220729_KK_U2OS_IFNy_0h_R2_2_A9_1_8672.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R2_2_A9_1_8672.d.zip	PXD053473_0h_R2	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R2_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	2	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R2_3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220729_KK_U2OS_IFNy_0h_R2_3_A3_1_8693.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R2_3_A3_1_8693.d.zip	PXD053473_0h_R2	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R3_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	3	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R3_1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220729_KK_U2OS_IFNy_0h_R3_1_A7_1_8658.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R3_1_A7_1_8658.d.zip	PXD053473_0h_R3	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R3_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	3	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R3_2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	2	20220729_KK_U2OS_IFNy_0h_R3_2_A10_1_8679.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R3_2_A10_1_8679.d.zip	PXD053473_0h_R3	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_0h_R3_200pg	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	3	untreated for 0 hour	0 hour	200 pg	PXD053473_20220729_KK_U2OS_IFNy_0h_R3_3	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	3	20220729_KK_U2OS_IFNy_0h_R3_3_A4_1_8700.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_0h_R3_3_A4_1_8700.d.zip	PXD053473_0h_R3	low-input sample	U2OS bulk-cell digest, untreated for 0 hour; 200 pg injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	untreated for 0 hour	200 pg
PXD053473_18h_R1_10ng	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	1	interferon gamma 50 ng/mL for 18 hour	18 hour	10 ng	PXD053473_20220729_KK_U2OS_IFNy_18h_10ng_R1	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220729_KK_U2OS_IFNy_18h_10ng_R1_H10_1_8735.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_18h_10ng_R1_H10_1_8735.d.zip	PXD053473_18h_R1	matching enhancer	U2OS bulk-cell digest, interferon gamma 50 ng/mL for 18 hour; 10 ng injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	interferon gamma 50 ng/mL for 18 hour	10 ng
PXD053473_18h_R2_10ng	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	2	interferon gamma 50 ng/mL for 18 hour	18 hour	10 ng	PXD053473_20220729_KK_U2OS_IFNy_18h_10ng_R2	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	Trypsin digestion; Trypsin/P is the explicitly reported DIA-NN search specificity.	Data-independent acquisition	not available	not available	375	925	25	1	1	20220729_KK_U2OS_IFNy_18h_10ng_R2_H11_1_8744.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053473/20220729_KK_U2OS_IFNy_18h_10ng_R2_H11_1_8744.d.zip	PXD053473_18h_R2	matching enhancer	U2OS bulk-cell digest, interferon gamma 50 ng/mL for 18 hour; 10 ng injected in 2 uL. Higher-load aliquots and 200-pg aliquots with the same biological sample identifier derive from the same culture preparation.	Methods define three biological cultures with three technical injections at 200 pg and one injection per higher-load aliquot. The author notebook groups technical injections by R1/R2/R3 and explicitly lists only R2/R3 at 2 h. The six planned 2h-R1 acquisitions are absent from both deposited RAW and search files. Source IDs distinguish loading aliquots; biological sample identifiers link them.	All 20 deposited DIA-NN 1.8.0 logs and Supplementary Data 1 Ch2 specify Trypsin/P, two missed cleavages, fixed cysteine carbamidomethylation, zero variable modifications and automatic mass accuracies. Supplementary file selections establish 5x/10x/50x MEs as 1/2/10 ng relative to 200 pg.	Agent-assisted curation using Codex and sdrf-skills. Archive RAW inventory, per-file SampleInfo.xml, author search logs, Supplementary Data 1 and 6 and author analysis notebook cross-check the file mapping. All 102 per-file DIA methods specify 375-925 m/z, width 25; The primary article reports timsTOF Pro diaPASEF for the study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. Tissue of origin and donor age/sex: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	interferon gamma 50 ng/mL for 18 hour	10 ng
