source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[material type]	characteristics[phenotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[proteomics data acquisition method]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[phenotype]
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_04	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_04.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_05	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_05.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR1	Homo sapiens	colon	not applicable	immune cell	1	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_06	proteomic profiling by mass spectrometry	6	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_01_06.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR2	Homo sapiens	colon	not applicable	immune cell	2	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_02_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR2	Homo sapiens	colon	not applicable	immune cell	2	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_02_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_02_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR3	Homo sapiens	colon	not applicable	immune cell	3	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR3	Homo sapiens	colon	not applicable	immune cell	3	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR3	Homo sapiens	colon	not applicable	immune cell	3	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR3	Homo sapiens	colon	not applicable	immune cell	3	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_04	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_04.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_imm_top_human_colon_BR3	Homo sapiens	colon	not applicable	immune cell	3	not pooled	study sample	tissue	imm_top_human_colon	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_05	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_imm_top_03_05.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	imm_top_human_colon
PXD052341_stem_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	stem cell	1	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	stem cell	2	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_02	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	stem cell	3	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_03	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_01_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	stem cell	1	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_01	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	stem cell	2	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	stem cell	3	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_03	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_02_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	stem cell	1	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_01	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	stem cell	2	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_02	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	stem cell	3	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_03_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	stem cell	1	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_01	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	stem cell	2	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_02	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	stem cell	3	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_03	proteomic profiling by mass spectrometry	4	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_04_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR1	Homo sapiens	colon	not applicable	stem cell	1	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_01	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR2	Homo sapiens	colon	not applicable	stem cell	2	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_02	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_stem_organoid_in_vitro_BR3	Homo sapiens	colon	not applicable	stem cell	3	not pooled	study sample	cell	stem_organoid_in_vitro	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_03	proteomic profiling by mass spectrometry	5	20230814_AST2_EVO6_P011_FP_Whisper40_Stem_05_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	stem_organoid_in_vitro
PXD052341_diff_organoid_transplant_BR1	Homo sapiens	colon	not applicable	differentiated epithelium	1	not pooled	study sample	cell	diff_organoid_transplant	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_01_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_01_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	diff_organoid_transplant
PXD052341_diff_organoid_transplant_BR1	Homo sapiens	colon	not applicable	differentiated epithelium	1	not pooled	study sample	cell	diff_organoid_transplant	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_01_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_01_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	diff_organoid_transplant
PXD052341_diff_organoid_transplant_BR2	Homo sapiens	colon	not applicable	differentiated epithelium	2	not pooled	study sample	cell	diff_organoid_transplant	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_01	proteomic profiling by mass spectrometry	1	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_01.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	diff_organoid_transplant
PXD052341_diff_organoid_transplant_BR2	Homo sapiens	colon	not applicable	differentiated epithelium	2	not pooled	study sample	cell	diff_organoid_transplant	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_02	proteomic profiling by mass spectrometry	2	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_02.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	diff_organoid_transplant
PXD052341_diff_organoid_transplant_BR2	Homo sapiens	colon	not applicable	differentiated epithelium	2	not pooled	study sample	cell	diff_organoid_transplant	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_03	proteomic profiling by mass spectrometry	3	20230814_AST2_EVO6_P011_FP_Whisper40_transplant_org_diff_02_03.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Astral;AC=MS:1003378	Data-independent acquisition	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	v1.1.0	NT=dia-acquisition;VV=v1.0.0	manual curation	The author Post_et_al_organoid_DVP_metadata.tsv maps this assay to phenotype, biological and technical replicate. All 136 original mzML base names match RAW members in raw_files_dvp.rar exactly. Newer scDVP archives and bulk files have no matching published key and are excluded.	diff_organoid_transplant
