source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	characteristics[cell line]	characteristics[experimental group]	characteristics[sample representation]	assay name	technology type	comment[technical replicate]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf annotation tool]	comment[acquisition batch]	comment[cell equivalents per well]	comment[author cell number]	comment[derived data file]	comment[derived data file uri]	comment[biological replicate provenance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[experimental group]	factor value[sample representation]
CBIO680_1_131C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT131C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_1_132N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT132N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_1_132C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT132C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_1_133N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT133N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_1_133C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT133C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_1_134N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_1	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.raw	1	TMT134N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_1.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_1.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_126C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not available	cell	carrier	not applicable	carrier	not applicable	1	not applicable	carrier	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT126	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	50	50	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	carrier	SCeq
CBIO680_3_127N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	negative control	not applicable	empty	0	1	not applicable	blank	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT127N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	blank	SCeq
CBIO680_3_127C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT127C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_128N	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	not applicable	not applicable	not applicable	1	THP1	THP1	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT128N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	1	1	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SCeq
CBIO680_3_128C	Homo sapiens	not applicable	acute monocytic leukemia	not available	not available	not available	not available	not available	monocyte	cell	study sample	not applicable	not applicable	not applicable	1	THP1	THP1	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT128C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	1	1	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	THP1	SCeq
CBIO680_3_129N	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	study sample	not applicable	not applicable	not applicable	1	U937	U937	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT129N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	1	1	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SCeq
CBIO680_3_129C	Homo sapiens	not applicable	histiocytic lymphoma	not available	not available	not available	not available	not available	monocyte	cell	study sample	not applicable	not applicable	not applicable	1	U937	U937	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT129C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	1	1	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	U937	SCeq
CBIO680_3_130N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT130N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_130C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT130C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_131N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT131N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_131C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT131C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_132N	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT132N	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
CBIO680_3_132C	Homo sapiens	not applicable	not applicable	not available	not available	not available	not available	not available	not applicable	not applicable	empty	not applicable	empty	0	1	not applicable	empty	SCeq	CBIO680_3	proteomic profiling by mass spectrometry	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	CBIO680_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.raw	1	TMT132C	TMT126	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	not available	not available	50 ppm	10 ppm	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0	CBIO680	0	0	CBIO680_3.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD046211/CBIO680_3.mzML	Author SDRF assigns 1 to all channels; independent culture replication is not specified	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=N-term;MT=Variable;PP=Any N-term	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=N-term;MT=Variable;PP=Protein N-term	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	empty	SCeq
